,Gamma,input_graph,Network_type,Connection_prob,Layers,Dtandard_dev,Top_homogeneity,Top_completeness,Top_NMI,Middle_homogeneity,Middle_Completeness,Middle_NMI,Resolution_top,Resolution_middle,Louvain_modularity,Louvain_homogenity_top,Louvain_completeness_top,Louvain_NMI_top,Louvain_homogenity_middle,Louvain_completeness_middle,Louvain_NMI_middle,Comms_predicted_top,Comms_predicted_middle,Louvain_predicted,Modularity_top,Modularity_middle,True_mod_top,True_mod_middle,True_aeb_top,True_aeb_middle,True_aew_top,True_aew_middle
5,0.5,A_ingraph_true,small world,full,2,0.5,0.9587,0.9543,0.9565,NA,NA,NA,5,100,0.6812,0.8644,0.8363,0.8501,NA,NA,NA,10,NA,11,-9.2409,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0.5,A_ingraph_true,small world,full,3,0.1,0.4999,0.4986,0.4993,0.8209,0.8496,0.835,5,100,0.8956,0.921,0.607,0.7317,0.6517,0.9261,0.7651,10,136,41,0.3116,-0.3214,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0.5,A_ingraph_true,small world,full,3,0.5,0.5078,0.5071,0.5074,0.8392,0.8577,0.8483,5,100,0.8944,0.9273,0.614,0.7388,0.6445,0.9201,0.758,10,135,42,0.3725,-0.1806,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0.5,A_ingraph_true,scale free,disc,2,0.1,0.9909,0.9901,0.9905,NA,NA,NA,5,100,0.8889,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.2449,NA,0.8888703553118391,,0.0,,65.7,
9,0.5,A_ingraph_true,scale free,disc,2,0.5,1.0,1.0,1.0,NA,NA,NA,5,100,0.8889,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.2373,NA,0.8888703553118391,,0.0,,65.7,
10,0.5,A_ingraph_true,scale free,disc,3,0.1,0.6212,0.656,0.6381,0.7877,0.8518,0.8185,5,100,0.9031,1.0,0.856,0.9224,0.4997,0.954,0.6559,9,153,24,0.2931,-0.5285,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0.5,A_ingraph_true,scale free,disc,3,0.5,0.6253,0.6396,0.6324,0.808,0.8699,0.8378,5,100,0.9015,1.0,0.8412,0.9138,0.5071,0.9513,0.6615,10,140,27,0.3126,-0.5167,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0.5,A_ingraph_true,scale free,full,2,0.1,0.9711,0.9699,0.9705,NA,NA,NA,5,100,0.7091,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.4019,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0.5,A_ingraph_true,scale free,full,2,0.5,0.9809,0.9799,0.9804,NA,NA,NA,5,100,0.7225,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.3114,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0.5,A_ingraph_true,scale free,full,3,0.1,0.3851,0.391,0.388,0.7234,0.8271,0.7718,5,100,0.8707,0.9771,0.8128,0.8874,0.5146,0.9547,0.6687,10,124,26,-0.3126,-0.5875,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0.5,A_ingraph_true,scale free,full,3,0.5,0.4116,0.415,0.4133,0.6966,0.8379,0.7608,5,100,0.87,0.9858,0.8321,0.9025,0.5066,0.9537,0.6617,10,108,24,-0.3297,-0.5806,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0.5,A_ingraph_true,random graph,disc,2,0.1,0.6422,0.6278,0.6349,NA,NA,NA,5,100,0.9317,1.0,0.7109,0.831,NA,NA,NA,10,NA,28,-9.0647,NA,0.8834915997078159,,0.0,,7.4,
17,0.5,A_ingraph_true,random graph,disc,2,0.5,0.7423,0.7278,0.735,NA,NA,NA,5,100,0.9317,1.0,0.7109,0.831,NA,NA,NA,10,NA,28,-9.0469,NA,0.8834915997078159,,0.0,,7.4,
18,0.5,A_ingraph_true,random graph,disc,3,0.1,0.2063,0.2023,0.2042,0.7739,0.773,0.7734,5,100,0.9736,1.0,0.4849,0.6531,0.8039,0.7902,0.797,10,97,172,0.4203,-0.2399,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0.5,A_ingraph_true,random graph,disc,3,0.5,0.2416,0.2371,0.2393,0.7658,0.7727,0.7693,5,100,0.9748,1.0,0.4818,0.6503,0.8097,0.7907,0.8001,10,95,172,0.4315,-0.2594,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0.5,A_ingraph_true,random graph,full,2,0.1,0.6748,0.6713,0.673,NA,NA,NA,5,100,0.6018,0.8092,0.6452,0.7179,NA,NA,NA,10,NA,22,-9.3862,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0.5,A_ingraph_true,random graph,full,2,0.5,0.5844,0.5763,0.5803,NA,NA,NA,5,100,0.5952,0.7726,0.6405,0.7004,NA,NA,NA,10,NA,21,-9.3848,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0.5,A_ingraph_true,random graph,full,3,0.1,0.2223,0.2199,0.2211,0.7486,0.7531,0.7508,5,100,0.9312,0.9353,0.4557,0.6129,0.7944,0.7846,0.7894,10,98,174,0.396,-0.2873,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0.5,A_ingraph_true,random graph,full,3,0.5,0.1961,0.1934,0.1947,0.7521,0.761,0.7566,5,100,0.9389,0.9269,0.4538,0.6093,0.7927,0.7866,0.7896,10,96,172,0.3996,-0.3156,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0,A_ingraph_true,small world,disc,2,0.1,0.9722,0.973,0.9726,NA,NA,NA,5,100,0.8963,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.0891,NA,0.8963220116344528,,0.0,,29.2,
1,0,A_ingraph_true,small world,disc,2,0.5,0.9622,0.9577,0.9599,NA,NA,NA,5,100,0.8963,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.0931,NA,0.8963220116344528,,0.0,,29.2,
2,0,A_ingraph_true,small world,disc,3,0.1,0.5454,0.5469,0.5462,0.8617,0.8689,0.8653,5,100,0.9371,1.0,0.6797,0.8093,0.6341,0.9292,0.7538,10,141,30,0.4229,0.027,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0,A_ingraph_true,small world,disc,3,0.5,0.5364,0.5482,0.5422,0.8523,0.8665,0.8594,5,100,0.9353,1.0,0.6892,0.816,0.6313,0.9382,0.7547,10,138,29,0.3844,-0.0612,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0,A_ingraph_true,small world,full,2,0.1,0.8699,0.8815,0.8757,NA,NA,NA,5,100,0.6662,0.8688,0.8466,0.8576,NA,NA,NA,10,NA,11,-9.3105,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0,A_ingraph_true,small world,full,2,0.5,0.9075,0.9087,0.9081,NA,NA,NA,5,100,0.6812,0.8644,0.8363,0.8501,NA,NA,NA,10,NA,11,-9.2687,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0,A_ingraph_true,small world,full,3,0.1,0.3776,0.3776,0.3776,0.8422,0.8697,0.8557,5,100,0.8965,0.9319,0.6281,0.7504,0.6364,0.9249,0.754,10,131,38,0.2931,-0.2572,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
0,1,A_corr_no_cutoff,small world,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.5523,0.9528,1.0,0.9758,NA,NA,NA,1,NA,9,0.0,NA,0.8963220116344528,,0.0,,29.2,
1,1,A_corr_no_cutoff,small world,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.5573,1.0,1.0,1.0,NA,NA,NA,1,NA,10,-0.0,NA,0.8963220116344528,,0.0,,29.2,
2,1,A_corr_no_cutoff,small world,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4684,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.0,0.0,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,1,A_corr_no_cutoff,small world,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4701,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.0,0.0,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,1,A_corr_no_cutoff,small world,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.0813,0.8895,0.9873,0.9359,NA,NA,NA,1,NA,8,0.0,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,1,A_corr_no_cutoff,small world,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0795,0.8158,1.0,0.8986,NA,NA,NA,1,NA,7,0.0,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,1,A_corr_no_cutoff,small world,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0863,0.5519,0.5858,0.5683,0.4254,0.9735,0.5921,1,1,9,-0.0,-0.0,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,1,A_corr_no_cutoff,small world,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0938,0.5185,0.6021,0.5572,0.389,0.9739,0.556,1,1,8,0.0,-0.0,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,1,A_corr_no_cutoff,scale free,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.4967,0.9465,1.0,0.9725,NA,NA,NA,1,NA,9,0.0,NA,0.8888703553118391,,0.0,,65.7,
9,1,A_corr_no_cutoff,scale free,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.5158,1.0,1.0,1.0,NA,NA,NA,1,NA,10,0.0,NA,0.8888703553118391,,0.0,,65.7,
10,1,A_corr_no_cutoff,scale free,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4591,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.0,-0.0,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,1,A_corr_no_cutoff,scale free,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.467,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,0.0,-0.0,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,1,A_corr_no_cutoff,scale free,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.0229,0.6574,0.9613,0.7809,NA,NA,NA,1,NA,5,-0.0,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,1,A_corr_no_cutoff,scale free,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0264,0.7496,0.9086,0.8215,NA,NA,NA,1,NA,7,0.0,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,1,A_corr_no_cutoff,scale free,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0299,0.4896,0.5576,0.5214,0.3839,0.9751,0.5509,1,1,8,0.0,-0.0,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,1,A_corr_no_cutoff,scale free,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0352,0.4325,0.577,0.4944,0.3215,0.9569,0.4813,1,1,6,0.0,-0.0,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,1,A_corr_no_cutoff,random graph,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.2255,0.6752,0.6415,0.6579,NA,NA,NA,1,NA,11,-0.0,NA,0.8834915997078159,,0.0,,7.4,
17,1,A_corr_no_cutoff,random graph,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.2251,0.5506,0.5726,0.5614,NA,NA,NA,1,NA,9,0.0,NA,0.8834915997078159,,0.0,,7.4,
18,1,A_corr_no_cutoff,random graph,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0622,0.1555,0.1246,0.1383,0.3859,0.6264,0.4776,1,1,17,-0.0,-0.0,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,1,A_corr_no_cutoff,random graph,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0637,0.1547,0.1299,0.1412,0.3696,0.6289,0.4656,1,1,15,0.0,0.0,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,1,A_corr_no_cutoff,random graph,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.2061,0.0323,0.1096,0.0498,NA,NA,NA,1,NA,2,-0.0,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,1,A_corr_no_cutoff,random graph,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.2301,0.0195,0.0666,0.0301,NA,NA,NA,1,NA,2,0.0,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,1,A_corr_no_cutoff,random graph,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.1813,0.0228,0.1077,0.0377,0.0498,0.476,0.0902,1,1,5,-0.0,0.0,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,1,A_corr_no_cutoff,random graph,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.1247,0.0506,0.1076,0.0688,0.1305,0.563,0.2119,1,1,7,0.0,-0.0,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0.5,A_corr_no_cutoff,small world,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.5523,0.9528,1.0,0.9758,NA,NA,NA,1,NA,9,0.0,NA,0.8963220116344528,,0.0,,29.2,
1,0.5,A_corr_no_cutoff,small world,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.5573,1.0,1.0,1.0,NA,NA,NA,1,NA,10,-0.0,NA,0.8963220116344528,,0.0,,29.2,
2,0.5,A_corr_no_cutoff,small world,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4684,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.0,0.0,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0.5,A_corr_no_cutoff,small world,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4701,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.0,0.0,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0.5,A_corr_no_cutoff,small world,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.0813,0.8895,0.9873,0.9359,NA,NA,NA,1,NA,8,0.0,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0.5,A_corr_no_cutoff,small world,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0795,0.8158,1.0,0.8986,NA,NA,NA,1,NA,7,0.0,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0.5,A_corr_no_cutoff,small world,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0861,0.5081,0.5834,0.5431,0.3913,0.9688,0.5574,1,1,8,0.0,-0.0,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0.5,A_corr_no_cutoff,small world,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0936,0.5291,0.6111,0.5672,0.3909,0.9735,0.5578,1,1,8,0.0,-0.0,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0.5,A_corr_no_cutoff,scale free,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.4967,0.9465,1.0,0.9725,NA,NA,NA,1,NA,9,0.0,NA,0.8888703553118391,,0.0,,65.7,
9,0.5,A_corr_no_cutoff,scale free,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.5158,1.0,1.0,1.0,NA,NA,NA,1,NA,10,0.0,NA,0.8888703553118391,,0.0,,65.7,
10,0.5,A_corr_no_cutoff,scale free,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4591,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,0.0,-0.0,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0.5,A_corr_no_cutoff,scale free,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.467,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.0,-0.0,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0.5,A_corr_no_cutoff,scale free,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.023,0.6475,0.947,0.7691,NA,NA,NA,1,NA,5,-0.0,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0.5,A_corr_no_cutoff,scale free,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0261,0.6862,0.901,0.7791,NA,NA,NA,1,NA,6,0.0,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0.5,A_corr_no_cutoff,scale free,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0299,0.4947,0.5625,0.5264,0.3853,0.977,0.5527,1,1,8,0.0,-0.0,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0.5,A_corr_no_cutoff,scale free,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0352,0.36,0.5393,0.4318,0.2856,0.9541,0.4396,1,1,5,0.0,-0.0,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0.5,A_corr_no_cutoff,random graph,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.2254,0.6594,0.6246,0.6415,NA,NA,NA,1,NA,11,-0.0,NA,0.8834915997078159,,0.0,,7.4,
17,0.5,A_corr_no_cutoff,random graph,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.224,0.6508,0.6053,0.6272,NA,NA,NA,1,NA,12,0.0,NA,0.8834915997078159,,0.0,,7.4,
18,0.5,A_corr_no_cutoff,random graph,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0623,0.1582,0.1271,0.1409,0.388,0.6314,0.4807,1,1,17,0.0,-0.0,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0.5,A_corr_no_cutoff,random graph,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0638,0.1628,0.1365,0.1485,0.3697,0.6282,0.4655,1,1,15,0.0,0.0,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0.5,A_corr_no_cutoff,random graph,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.2061,0.0323,0.1096,0.0498,NA,NA,NA,1,NA,2,-0.0,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0.5,A_corr_no_cutoff,random graph,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.2301,0.0195,0.0666,0.0301,NA,NA,NA,1,NA,2,0.0,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0.5,A_corr_no_cutoff,random graph,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.1813,0.02,0.0968,0.0331,0.0474,0.4655,0.086,1,1,4,0.0,0.0,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0.5,A_corr_no_cutoff,random graph,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.1247,0.0654,0.1334,0.0877,0.1388,0.5742,0.2236,1,1,7,0.0,-0.0,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0,A_corr_no_cutoff,small world,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.5523,0.9528,1.0,0.9758,NA,NA,NA,1,NA,9,0.0,NA,0.8963220116344528,,0.0,,29.2,
1,0,A_corr_no_cutoff,small world,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.5573,1.0,1.0,1.0,NA,NA,NA,1,NA,10,-0.0,NA,0.8963220116344528,,0.0,,29.2,
2,0,A_corr_no_cutoff,small world,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4684,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,0.0,0.0,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0,A_corr_no_cutoff,small world,disc,3,0.5,0.0,1.0,0.0,0.0671,0.8981,0.1249,1,1,0.4701,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,2,10,-0.0,0.0,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0,A_corr_no_cutoff,small world,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.0813,0.8895,0.9873,0.9359,NA,NA,NA,1,NA,8,0.0,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0,A_corr_no_cutoff,small world,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0795,0.8158,1.0,0.8986,NA,NA,NA,1,NA,7,-0.0,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0,A_corr_no_cutoff,small world,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0862,0.5513,0.5846,0.5675,0.4244,0.9704,0.5906,1,1,9,-0.0,-0.0,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0,A_corr_no_cutoff,small world,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.094,0.519,0.6088,0.5603,0.3861,0.9764,0.5534,1,1,8,0.0,-0.0,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0,A_corr_no_cutoff,scale free,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.4967,0.9465,1.0,0.9725,NA,NA,NA,1,NA,9,0.0,NA,0.8888703553118391,,0.0,,65.7,
9,0,A_corr_no_cutoff,scale free,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.5158,1.0,1.0,1.0,NA,NA,NA,1,NA,10,0.0,NA,0.8888703553118391,,0.0,,65.7,
10,0,A_corr_no_cutoff,scale free,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.4591,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.0,-0.0,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0,A_corr_no_cutoff,scale free,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.467,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,0.0,-0.0,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0,A_corr_no_cutoff,scale free,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.023,0.6475,0.947,0.7691,NA,NA,NA,1,NA,5,-0.0,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0,A_corr_no_cutoff,scale free,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0264,0.7496,0.9086,0.8215,NA,NA,NA,1,NA,7,0.0,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0,A_corr_no_cutoff,scale free,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0299,0.4945,0.5624,0.5263,0.3839,0.9738,0.5507,1,1,8,-0.0,-0.0,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0,A_corr_no_cutoff,scale free,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0351,0.3737,0.5534,0.4461,0.2905,0.9595,0.446,1,1,5,0.0,-0.0,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0,A_corr_no_cutoff,random graph,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.2252,0.6809,0.6322,0.6556,NA,NA,NA,1,NA,12,-0.0,NA,0.8834915997078159,,0.0,,7.4,
17,0,A_corr_no_cutoff,random graph,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.2251,0.6111,0.6091,0.6101,NA,NA,NA,1,NA,10,0.0,NA,0.8834915997078159,,0.0,,7.4,
18,0,A_corr_no_cutoff,random graph,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0618,0.1371,0.1161,0.1257,0.3596,0.6175,0.4545,1,1,15,0.0,-0.0,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0,A_corr_no_cutoff,random graph,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0641,0.1758,0.1446,0.1587,0.3853,0.6425,0.4817,1,1,16,0.0,0.0,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0,A_corr_no_cutoff,random graph,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.2061,0.0323,0.1096,0.0498,NA,NA,NA,1,NA,2,-0.0,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0,A_corr_no_cutoff,random graph,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.2301,0.0195,0.0666,0.0301,NA,NA,NA,1,NA,2,0.0,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0,A_corr_no_cutoff,random graph,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.1813,0.0228,0.1077,0.0377,0.0498,0.476,0.0902,1,1,5,0.0,0.0,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0,A_corr_no_cutoff,random graph,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.1248,0.054,0.1151,0.0735,0.1277,0.5522,0.2074,1,1,7,0.0,-0.0,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,1,A_corr_no_cutoff,small world,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.5523,0.9528,1.0,0.9758,NA,NA,NA,1,NA,9,-9.9,NA,0.8963220116344528,,0.0,,29.2,
1,1,A_corr_no_cutoff,small world,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.5573,1.0,1.0,1.0,NA,NA,NA,1,NA,10,-9.9,NA,0.8963220116344528,,0.0,,29.2,
2,1,A_corr_no_cutoff,small world,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4684,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,2,10,-0.7682,-0.6848,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
